parent,child
AcetateProductionexport,1358
ChitinMacromoleculedegradation,1358
EthanolProductionexport,1358
FolicacidFolateVitaminB9Consumptionimportproductionexport,1358
FormateProductionexport,1358
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1358
MenaquinoneVitaminK2Productionexport,1358
PantothenicacidVitaminB5PantothenateConsumptionimport,1358
PyridoxalVitaminB6PyridoxinePyridoxamineVitaminB6Consumptionimport,1358
RiboflavinVitaminB2Consumptionimportproductionexport,1358
ThiamineVitaminB1ThiaminConsumptionimport,1358
XOSXylooligosaccharideConsumptionimport,1358
CellobioseConsumptionimport,157688
D-GlucoseGlucoseConsumptionimport,157688
D-TuranoseConsumptionimport,157688
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,157688
LactoseConsumptionimport,157688
MaltoseConsumptionimport,157688
CO2Productionexport,33964
EthanolProductionexport,33964
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,33964
BiotinVitaminB7Consumptionimport,1245
CO2Productionexport,1245
D-FructoseFructoseConsumptionimport,1245
D-GlucoseGlucoseConsumptionimport,1245
EthanolProductionexport,1245
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1245
LactoseConsumptionimport,1245
NiacinVitaminB3NicotinicacidNicotinateNicotinamideVitaminB3Consumptionimport,1245
PantothenicacidVitaminB5PantothenateConsumptionimport,1245
PyridoxalVitaminB6PyridoxinePyridoxamineVitaminB6Consumptionimport,1245
RiboflavinVitaminB2Consumptionimportproductionexport,1245
ThiamineVitaminB1ThiaminConsumptionimport,1245
AcetateProductionexport,168384
CellobioseConsumptionimport,168384
CelluloseBeta-D-glucanMacromoleculedegradation,168384
CO2Productionexport,168384
D-ArabinoseL-ArabinoseArabinoseL-ArabinopyranoseL-ArabinofuranoseConsumptionimport,168384
D-FructoseFructoseConsumptionimport,168384
D-GalactoseConsumptionimport,168384
D-GlucoseGlucoseConsumptionimport,168384
D-MannoseMannoseConsumptionimport,168384
D-XyloseXyloseConsumptionimport,168384
FormateConsumptionimport,168384
H2HydrogenConsumptionimport,168384
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,168384
LactoseConsumptionimport,168384
MaltoseConsumptionimport,168384
N-Acetyl-D-GlucosamineN-AcetylglucosamineConsumptionimport,168384
RaffinoseConsumptionimport,168384
StachyoseConsumptionimport,168384
SuccinateProductionexport,168384
SucroseConsumptionimport,168384
TrehaloseConsumptionimport,168384
AcetateProductionexport,187326
ButyrateProductionexport,187326
D-GlucoseGlucoseConsumptionimport,187326
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,187326
PropanoatePropionateProductionexport,187326
ValeratePentanoicacidPentanoateProductionexport,187326
AcetateConsumptionimport,2173
BicarbonateHCO3-H2CO3CarbonicacidCarbonateConsumptionimport,2173
CO2Consumptionimport,2173
EthanolConsumptionimport,2173
FormateConsumptionimport,2173
H2HydrogenConsumptionimport,2173
MethaneCH4Productionexport,2173
MethanolConsumptionimport,2173
NH3AmmoniaNH4AmmoniumConsumptionimport,2173
AcetateConsumptionimport,2317
DimethylamineConsumptionimport,2317
H2HydrogenConsumptionimport,2317
MethaneCH4Productionexport,2317
MethanolConsumptionimport,2317
MethylamineMonomethylamineConsumptionimport,2317
TrimethylamineConsumptionimport,2317
NH3AmmoniaNH4AmmoniumProductionexport,1270
TriglycerideMacromoleculedegradation,1270
MucinMucusGlycoproteinMacromoleculedegradation,52226
NitrateConsumptionimport,484
NiacinVitaminB3NicotinicacidNicotinateNicotinamideVitaminB3Consumptionimport,485
PantothenicacidVitaminB5PantothenateConsumptionimport,485
PyridoxalVitaminB6PyridoxinePyridoxamineVitaminB6Consumptionimport,485
ThiamineVitaminB1ThiaminConsumptionimport,485
NitrateConsumptionimport,488
AcetateProductionexport,28118
ButyrateProductionexport,28118
D-ArabinoseL-ArabinoseArabinoseL-ArabinopyranoseL-ArabinofuranoseConsumptionimport,28118
D-FructoseFructoseConsumptionimport,28118
D-GalactoseConsumptionimport,28118
D-GlucoseGlucoseConsumptionimport,28118
D-MannoseMannoseConsumptionimport,28118
H2HydrogenProductionexport,28118
H2SHS-Productionexport,28118
IndoleProductionexport,28118
Isobutyrate2-MethylpropanoicacidProductionexport,28118
Isovalerate3-MethylbutanoicacidProductionexport,28118
L-LysineLysineD-LysineConsumptionimport,28118
L-TryptophanTryptophanConsumptionimport,28118
LactoseConsumptionimport,28118
PropanoatePropionateProductionexport,28118
SuccinateProductionexport,28118
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1247
CO2Productionexport,847
FormateProductionexport,847
OxalateConsumptionimport,847
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,823
CellobioseConsumptionimport,823
D-GlucoseGlucoseConsumptionimport,823
D-MannoseMannoseConsumptionimport,823
D-XyloseXyloseConsumptionimport,823
HemicelluloseMacromoleculedegradation,823
L-CysteineCysteineD-CysteineConsumptionimport,823
L-MethionineD-MethionineConsumptionimport,823
L-RhamnoseRhamnoseD-RhamnoseConsumptionimport,823
LactoseConsumptionimport,823
MucinMucusGlycoproteinMacromoleculedegradation,823
NH3AmmoniaNH4AmmoniumConsumptionimport,823
RaffinoseConsumptionimport,823
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,823
SucroseConsumptionimport,823
TrehaloseConsumptionimport,823
AcetateProductionexport,46503
D-GlucoseGlucoseConsumptionimport,46503
D-MannoseMannoseConsumptionimport,46503
D-XyloseXyloseConsumptionimport,46503
LactoseConsumptionimport,46503
MaltoseConsumptionimport,46503
RaffinoseConsumptionimport,46503
SuccinateProductionexport,46503
SucroseConsumptionimport,46503
TrehaloseConsumptionimport,46503
D-FructoseFructoseConsumptionimport,1254
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1254
LactoseConsumptionimport,1254
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1255
ButyrateProductionexport,54005
IndoleProductionexport,54005
L-ArginineArginineConsumptionimport,54005
L-HistidineHistidineConsumptionimport,54005
ButyrateProductionexport,33031
IndoleProductionexport,33031
L-ArginineArginineConsumptionimport,33031
L-HistidineHistidineConsumptionimport,33031
L-LeucineLeucineConsumptionimport,33031
L-PhenylalaninePhenylalanineD-PhenylalanineConsumptionimport,33031
AcetateProductionexport,1261
CO2Productionexport,1261
D-GlucoseGlucoseConsumptionimport,1261
D-MannoseMannoseConsumptionimport,1261
Isobutyrate2-MethylpropanoicacidProductionexport,1261
Isovalerate3-MethylbutanoicacidProductionexport,1261
L-ProlineProlineD-ProlineConsumptionimport,1261
NH3AmmoniaNH4AmmoniumProductionexport,1261
AcetateProductionexport,341694
CO2Productionexport,341694
NH3AmmoniaNH4AmmoniumProductionexport,341694
2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport,28123
CO2Productionexport,28123
H2HydrogenProductionexport,28123
PropanoatePropionateProductionexport,28123
AcetateProductionexport,28125
PropanoatePropionateProductionexport,28125
SuccinateProductionexport,28125
AcetateProductionexport,28130
PropanoatePropionateProductionexport,28130
SuccinateProductionexport,28130
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,584
NH3AmmoniaNH4AmmoniumProductionexport,584
UreaConsumptionimport,584
NH3AmmoniaNH4AmmoniumProductionexport,102862
UreaConsumptionimport,102862
AcetateProductionexport,106588
SuccinateProductionexport,106588
RR-23-ButanediolRR-ButanediolSS-23-ButanediolSS-ButanediolConsumptionimport,287
4-AminobutyrateGABAProductionexport,287
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,287
CO2Consumptionimportproductionexport,287
D-GlucoseGlucoseConsumptionimport,287
EthanolProductionexport,287
FormaldehydeProductionexport,287
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,287
L-MalateS-MalateL-MalicacidMalateD-MalateR-MalateConsumptionimport,287
N2Productionexport,287
NH3AmmoniaNH4AmmoniumConsumptionimportproductionexport,287
NitrateConsumptionimport,287
PutrescineConsumptionimport,287
SuccinateConsumptionimport,287
TriglycerideMacromoleculedegradation,287
TrimethylamineProductionexport,287
4-AminobutyrateGABAProductionexport,294
N2Productionexport,294
NH3AmmoniaNH4AmmoniumProductionexport,294
NitrateConsumptionimport,294
TriglycerideMacromoleculedegradation,294
AcetateConsumptionimport,300
D-GlucoseGlucoseConsumptionimport,300
FormateConsumptionimport,300
MethanolConsumptionimport,300
MethylamineMonomethylamineConsumptionimport,300
N2Productionexport,300
NH3AmmoniaNH4AmmoniumProductionexport,300
NitrateConsumptionimport,300
TriglycerideMacromoleculedegradation,300
DNARNAPolynucleotideMacromoleculedegradation,303
FormaldehydeConsumptionimport,303
N2Productionexport,303
NH3AmmoniaNH4AmmoniumProductionexport,303
NitrateConsumptionimport,303
TriglycerideMacromoleculedegradation,303
AcetateProductionexport,638849
H2SHS-Productionexport,638849
Isobutyrate2-MethylpropanoicacidProductionexport,638849
Isovalerate3-MethylbutanoicacidProductionexport,638849
L-GlycineGlycineConsumptionimport,638849
PhenylacetateProductionexport,638849
PropanoatePropionateProductionexport,638849
SuccinateProductionexport,638849
SulfateSulfuricacidConsumptionimport,638849
ThiosulfateConsumptionimport,638849
AcetateConsumptionimport,166486
ButyrateProductionexport,166486
CellobioseConsumptionimport,166486
CO2Productionexport,166486
D-ArabinoseL-ArabinoseArabinoseL-ArabinopyranoseL-ArabinofuranoseConsumptionimport,166486
D-FructoseFructoseConsumptionimport,166486
D-GlucoseGlucoseConsumptionimport,166486
D-XyloseXyloseConsumptionimport,166486
FormateProductionexport,166486
FOSFructooligosaccharideConsumptionimport,166486
FructanInulinLevanMacromoleculedegradation,166486
H2HydrogenProductionexport,166486
HemicelluloseMacromoleculedegradation,166486
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimportproductionexport,166486
LinoleicacidOmega-6fattyacidConsumptionimport,166486
MaltoseConsumptionimport,166486
MelibioseConsumptionimport,166486
PropanoatePropionateProductionexport,166486
RaffinoseConsumptionimport,166486
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,166486
SucroseConsumptionimport,166486
XOSXylooligosaccharideConsumptionimport,166486
AcetateConsumptionimport,360807
ButyrateProductionexport,360807
FormateProductionexport,360807
FOSFructooligosaccharideConsumptionimport,360807
L-FucoseConsumptionimport,360807
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,360807
LinoleicacidOmega-6fattyacidConsumptionimport,360807
PropanoatePropionateProductionexport,360807
Propanoln-propanol1-PropanolProductionexport,360807
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,360807
XOSXylooligosaccharideConsumptionimport,360807
2-methylbutyrate2-methylbutanoicacidConsumptionimport,40518
AcetateProductionexport,40518
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,40518
BicarbonateHCO3-H2CO3CarbonicacidCarbonateConsumptionimport,40518
BiotinVitaminB7Consumptionimport,40518
D-FructoseFructoseConsumptionimport,40518
D-PsicoseConsumptionimport,40518
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,40518
EthanolProductionexport,40518
FormateProductionexport,40518
FOSFructooligosaccharideConsumptionimport,40518
H2HydrogenProductionexport,40518
Isobutyrate2-MethylpropanoicacidConsumptionimport,40518
Isovalerate3-MethylbutanoicacidConsumptionimport,40518
L-CysteineCysteineD-CysteineConsumptionimport,40518
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,40518
MaltoseConsumptionimport,40518
NH3AmmoniaNH4AmmoniumConsumptionimport,40518
PantothenicacidVitaminB5PantothenateConsumptionimport,40518
PyridoxalVitaminB6PyridoxinePyridoxamineVitaminB6Consumptionimport,40518
RiboflavinVitaminB2Consumptionimport,40518
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,40518
SuccinateProductionexport,40518
SulfateSulfuricacidConsumptionimport,40518
ThiosulfateConsumptionimport,40518
12-propanediolPropenediolPropyleneglycolR-12-propanediolR-propane-12-diolS-12-propanediolS-propane-12-diolConsumptionimport,28901
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIProductionexport,28901
D-SorbitolD-GlucitolSorbitolGlucitolL-SorbitolSorbitolConsumptionimport,28901
FormateProductionexport,28901
PropanoatePropionateProductionexport,28901
Propanoln-propanol1-PropanolProductionexport,28901
AcetateProductionexport,671224
D-GlucoseGlucoseConsumptionimport,671224
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,671224
PropanoatePropionateProductionexport,671224
AcetateProductionexport,135083
D-GlucoseGlucoseConsumptionimport,135083
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,135083
PropanoatePropionateProductionexport,135083
AcetateProductionexport,69823
D-GlucoseGlucoseConsumptionimport,69823
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,69823
PropanoatePropionateProductionexport,69823
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,1280
BiotinVitaminB7Consumptionimport,1280
DNARNAPolynucleotideMacromoleculedegradation,1280
FormaldehydeProductionexport,1280
Isovalerate3-MethylbutanoicacidProductionexport,1280
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1280
MenaquinoneVitaminK2Productionexport,1280
NiacinVitaminB3NicotinicacidNicotinateNicotinamideVitaminB3Consumptionimport,1280
ThiamineVitaminB1ThiaminConsumptionimport,1280
TriglycerideMacromoleculedegradation,1280
TrimethylamineProductionexport,1280
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1281
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,29385
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1292
MenaquinoneVitaminK2Productionexport,1292
AcetateProductionexport,1311
CO2Productionexport,1311
D-MannitolMannitolConsumptionimport,1311
EthanolProductionexport,1311
H2O2Productionexport,1311
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1311
LactoseConsumptionimport,1311
NH3AmmoniaNH4AmmoniumProductionexport,1311
PantothenicacidVitaminB5PantothenateConsumptionimport,1311
AcetateProductionexport,1328
CO2Productionexport,1328
D-MannitolMannitolConsumptionimport,1328
DNARNAPolynucleotideMacromoleculedegradation,1328
EthanolProductionexport,1328
H2O2Productionexport,1328
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1328
LactoseConsumptionimport,1328
MucinMucusGlycoproteinMacromoleculedegradation,1328
NH3AmmoniaNH4AmmoniumProductionexport,1328
PantothenicacidVitaminB5PantothenateConsumptionimport,1328
AcetateProductionexport,113107
CO2Productionexport,113107
D-MannitolMannitolConsumptionimport,113107
EthanolProductionexport,113107
H2O2Productionexport,113107
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,113107
LactoseConsumptionimport,113107
NH3AmmoniaNH4AmmoniumProductionexport,113107
PantothenicacidVitaminB5PantothenateConsumptionimport,113107
AcetateProductionexport,45634
CO2Productionexport,45634
D-MannitolMannitolConsumptionimport,45634
EthanolProductionexport,45634
H2O2Productionexport,45634
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,45634
LactoseConsumptionimport,45634
NH3AmmoniaNH4AmmoniumProductionexport,45634
PantothenicacidVitaminB5PantothenateConsumptionimport,45634
AcetateProductionexport,1317
CO2Productionexport,1317
D-MannitolMannitolConsumptionimport,1317
EthanolProductionexport,1317
H2O2Productionexport,1317
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1317
LactoseConsumptionimport,1317
NH3AmmoniaNH4AmmoniumProductionexport,1317
PantothenicacidVitaminB5PantothenateConsumptionimport,1317
AcetateProductionexport,1334
CO2Productionexport,1334
D-MannitolMannitolConsumptionimport,1334
EthanolProductionexport,1334
H2O2Productionexport,1334
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1334
LactoseConsumptionimport,1334
NH3AmmoniaNH4AmmoniumProductionexport,1334
PantothenicacidVitaminB5PantothenateConsumptionimport,1334
AcetateProductionexport,315405
CO2Productionexport,315405
D-MannitolMannitolConsumptionimport,315405
EthanolProductionexport,315405
H2O2Productionexport,315405
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,315405
LactoseConsumptionimport,315405
NH3AmmoniaNH4AmmoniumProductionexport,315405
PantothenicacidVitaminB5PantothenateConsumptionimport,315405
AcetateProductionexport,1302
CO2Productionexport,1302
D-GlucoseGlucoseConsumptionimport,1302
D-MannitolMannitolConsumptionimport,1302
EthanolProductionexport,1302
H2O2Productionexport,1302
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1302
LactoseConsumptionimport,1302
MaltoseConsumptionimport,1302
NH3AmmoniaNH4AmmoniumProductionexport,1302
PantothenicacidVitaminB5PantothenateConsumptionimport,1302
AcetateProductionexport,102684
CO2Productionexport,102684
D-MannitolMannitolConsumptionimport,102684
EthanolProductionexport,102684
H2O2Productionexport,102684
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,102684
LactoseConsumptionimport,102684
NH3AmmoniaNH4AmmoniumProductionexport,102684
PantothenicacidVitaminB5PantothenateConsumptionimport,102684
AcetateProductionexport,68892
CO2Productionexport,68892
D-MannitolMannitolConsumptionimport,68892
EthanolProductionexport,68892
H2O2Productionexport,68892
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,68892
LactoseConsumptionimport,68892
NH3AmmoniaNH4AmmoniumProductionexport,68892
PantothenicacidVitaminB5PantothenateConsumptionimport,68892
AcetateProductionexport,28037
CO2Productionexport,28037
D-MannitolMannitolConsumptionimport,28037
EthanolProductionexport,28037
H2O2Productionexport,28037
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,28037
LactoseConsumptionimport,28037
NH3AmmoniaNH4AmmoniumProductionexport,28037
PantothenicacidVitaminB5PantothenateConsumptionimport,28037
AcetateProductionexport,1309
CO2Productionexport,1309
D-GlucoseGlucoseConsumptionimport,1309
D-MannitolMannitolConsumptionimport,1309
EthanolProductionexport,1309
FolicacidFolateVitaminB9Consumptionimport,1309
H2O2Productionexport,1309
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1309
LactoseConsumptionimport,1309
MucinMucusGlycoproteinMacromoleculedegradation,1309
NH3AmmoniaNH4AmmoniumProductionexport,1309
PantothenicacidVitaminB5PantothenateConsumptionimport,1309
SucroseConsumptionimport,1309
XylitolConsumptionimport,1309
AcetateProductionexport,1303
CO2Productionexport,1303
D-MannitolMannitolConsumptionimport,1303
EthanolProductionexport,1303
H2O2Productionexport,1303
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1303
LactoseConsumptionimport,1303
MucinMucusGlycoproteinMacromoleculedegradation,1303
NH3AmmoniaNH4AmmoniumProductionexport,1303
PantothenicacidVitaminB5PantothenateConsumptionimport,1303
AcetateProductionexport,1318
CholineConsumptionimport,1318
CO2Productionexport,1318
D-FructoseFructoseConsumptionimport,1318
D-MannitolMannitolConsumptionimport,1318
EthanolProductionexport,1318
H2O2Productionexport,1318
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1318
LactoseConsumptionimport,1318
NH3AmmoniaNH4AmmoniumProductionexport,1318
PantothenicacidVitaminB5PantothenateConsumptionimport,1318
TrimethylamineProductionexport,1318
AcetateProductionexport,68891
CO2Productionexport,68891
D-MannitolMannitolConsumptionimport,68891
EthanolProductionexport,68891
H2O2Productionexport,68891
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,68891
LactoseConsumptionimport,68891
NH3AmmoniaNH4AmmoniumProductionexport,68891
PantothenicacidVitaminB5PantothenateConsumptionimport,68891
AcetateProductionexport,1313
CO2Productionexport,1313
D-MannitolMannitolConsumptionimport,1313
DNARNAPolynucleotideMacromoleculedegradation,1313
EthanolProductionexport,1313
FormaldehydeProductionexport,1313
H2O2Productionexport,1313
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1313
LactoseConsumptionimport,1313
NH3AmmoniaNH4AmmoniumProductionexport,1313
PantothenicacidVitaminB5PantothenateConsumptionimport,1313
TrimethylamineProductionexport,1313
AcetateProductionexport,1314
CO2Productionexport,1314
D-MannitolMannitolConsumptionimport,1314
EthanolProductionexport,1314
H2O2Productionexport,1314
HyaluronanHyaluronateHyaluronicacidMacromoleculedegradation,1314
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1314
LactoseConsumptionimport,1314
NH3AmmoniaNH4AmmoniumProductionexport,1314
PantothenicacidVitaminB5PantothenateConsumptionimport,1314
RiboflavinVitaminB2Consumptionimport,1314
AcetateProductionexport,1304
BiotinVitaminB7Consumptionimport,1304
CO2Productionexport,1304
D-FructoseFructoseConsumptionimport,1304
D-MannitolMannitolConsumptionimport,1304
DNARNAPolynucleotideMacromoleculedegradation,1304
EthanolProductionexport,1304
H2O2Productionexport,1304
L-ArginineArginineConsumptionimport,1304
L-AspartateAspartateD-AspartateConsumptionimport,1304
L-GlutamateL-GlutamicacidGlutamateD-GlutamateConsumptionimport,1304
L-GlycineGlycineConsumptionimport,1304
L-HistidineHistidineConsumptionimport,1304
L-IsoleucineIsoleucineConsumptionimport,1304
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1304
L-LeucineLeucineConsumptionimport,1304
L-LysineLysineD-LysineConsumptionimport,1304
L-MethionineD-MethionineConsumptionimport,1304
L-PhenylalaninePhenylalanineD-PhenylalanineConsumptionimport,1304
L-TyrosineTyrosineConsumptionimport,1304
L-ValineValineD-ValineConsumptionimport,1304
LactoseConsumptionimport,1304
NH3AmmoniaNH4AmmoniumProductionexport,1304
NiacinVitaminB3NicotinicacidNicotinateNicotinamideVitaminB3Consumptionimport,1304
PantothenicacidVitaminB5PantothenateConsumptionimport,1304
RiboflavinVitaminB2Consumptionimport,1304
ThiamineVitaminB1ThiaminConsumptionimport,1304
AcetateProductionexport,1305
CO2Productionexport,1305
D-MannitolMannitolConsumptionimport,1305
EthanolProductionexport,1305
H2O2Productionexport,1305
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1305
LactoseConsumptionimport,1305
MucinMucusGlycoproteinMacromoleculedegradation,1305
NH3AmmoniaNH4AmmoniumProductionexport,1305
PantothenicacidVitaminB5PantothenateConsumptionimport,1305
AcetateProductionexport,1308
CO2Productionexport,1308
D-MannitolMannitolConsumptionimport,1308
EthanolProductionexport,1308
FolicacidFolateVitaminB9Productionexport,1308
H2O2Productionexport,1308
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1308
LactoseConsumptionimport,1308
NH3AmmoniaNH4AmmoniumProductionexport,1308
PantothenicacidVitaminB5PantothenateConsumptionimport,1308
PyridoxalVitaminB6PyridoxinePyridoxamineVitaminB6Productionexport,1308
RiboflavinVitaminB2Consumptionimport,1308
ThiamineVitaminB1ThiaminConsumptionimportproductionexport,1308
AcetateProductionexport,1343
CO2Productionexport,1343
D-FructoseFructoseConsumptionimport,1343
D-MannitolMannitolConsumptionimport,1343
EthanolProductionexport,1343
H2O2Productionexport,1343
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1343
LactoseConsumptionimport,1343
NH3AmmoniaNH4AmmoniumProductionexport,1343
PantothenicacidVitaminB5PantothenateConsumptionimport,1343
AcetateProductionexport,214851
ButyrateProductionexport,214851
CellobioseConsumptionimport,214851
D-FructoseFructoseConsumptionimport,214851
D-GalactoseConsumptionimport,214851
D-GlucoseGlucoseConsumptionimport,214851
D-MannoseMannoseConsumptionimport,214851
D-TuranoseConsumptionimport,214851
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,214851
L-FucoseConsumptionimport,214851
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,214851
L-RhamnoseRhamnoseD-RhamnoseConsumptionimport,214851
LactoseConsumptionimport,214851
MaltoseConsumptionimport,214851
MelibioseConsumptionimport,214851
N-Acetyl-D-GlucosamineN-AcetylglucosamineConsumptionimport,214851
N-Acetyl-D-mannosamineConsumptionimport,214851
RaffinoseConsumptionimport,214851
SuccinateProductionexport,214851
SucroseConsumptionimport,214851
TrehaloseConsumptionimport,214851
L-ArginineArginineConsumptionimport,40545
L-AspartateAspartateD-AspartateConsumptionimport,40545
AcetateProductionexport,39777
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,39777
PropanoatePropionateProductionexport,39777
AcetateProductionexport,39778
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,39778
PropanoatePropionateProductionexport,39778
AcetateProductionexport,29466
CO2Productionexport,29466
H2HydrogenProductionexport,29466
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,29466
L-MalateS-MalateL-MalicacidMalateD-MalateR-MalateConsumptionimport,29466
OxaloacetateConsumptionimport,29466
PolypeptideMacromoleculedegradation,29466
PropanoatePropionateProductionexport,29466
PyruvateConsumptionimport,29466
SuccinateConsumptionimport,29466
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,1249
AcetateConsumptionimport,339
D-GlucoseGlucoseConsumptionimport,339
L-MalateS-MalateL-MalicacidMalateD-MalateR-MalateConsumptionimport,339
PyruvateConsumptionimport,339
SuccinateConsumptionimport,339
SucroseConsumptionimport,339
